Real	Imaginary
c03b09c0	4057f480
409baa60	c0fa2c90
40b73e70	40d913b0
3ebec700	c09bcf60
bfc9fd00	bf818e40
40755d80	c0afe530
c040ea20	bec92300
408f9030	40589ae0
402462e0	3f4d1900
402167e0	3de3b000
becbb600	3e32b200
40201400	3ea32700
3f3b8900	403351c0
3fa28ac0	c0af5790
c08da3b0	bfecfd40
4173c910	bf8bfcc0
bfeaee40	c0da6600
beeb1800	c0b34780
c07b6220	c0897850
3f695700	3fb04400
40df5a00	41064118
40935d00	c07ff720
bf9a0b40	40943170
409c46f0	401862e0
c090e060	407e72c0
40187b40	bfc076c0
3e934f00	c0b801f0
40e6a340	bf26c300
bf6dc700	3ecf2000
bf6b9800	be360800
404b0820	3f818ec0
c017d1a0	4090bb00
3ef8bf00	40ab4e30
410c9260	bf847080
3fc61840	40665520
402a32e0	c069bfe0
beb9e900	3e932400
bfa05b40	c0f9f460
40e05d90	40ad8a30
3f178f80	c0602e80
c08e2dd0	c0933bc0
3f988080	c041e7a0
bf8860c0	beb57500
bfb2c440	c01ca020
c05fecc0	3f95c180
bf5d4a80	3f9f53c0
c09fe910	c089bd80
c08d8f30	3f8ab100
40686e80	406a1900
c03ff460	c0a2b360
c086be80	4108aa50
bdb7ec00	c0217520
bff0b840	c05f81c0
413a7b28	bf870500
3f255680	4004b1a0
bebab300	c00cb8e0
c0b9deb0	bfd22bc0
3eb9df00	3fcd3680
c0439100	3f2f1000
befb7f00	3f5cc400
bfc79900	4131d258
4011e520	bfb296c0
3f61f180	408be000
407633a0	c00910c0
c00607a0	c0d53770
c0442a40	c0f89c80
c0778f40	3f0c9a00
407b0e80	bfef20c0
40408ba0	c027bcc0
41011c00	40346240
410c6f78	c02f8ea0
402c9be0	404800c0
c1313550	40ec56f0
40d01be0	c0015e20
c0cac4c0	c06467e0
beb87300	c0aa6220
c02f3760	4084dc30
40d14340	bee2f300
400fe5e0	c04f8c40
c05ca560	bff82680
402a5040	bfce37c0
410c7860	c090dc00
c12a6be8	c0c3ecb0
bf286d00	bf2c7300
c0539dc0	c03f60a0
bfae2500	bfed0a00
c01150e0	c0a28740
401aed60	3ec4f500
40202720	bf9f8600
3fc63000	c099fb70
c07dae20	3e17d000
40ba0820	4023d780
3ebab400	3fbcbe00
3f305080	4076a740
4072dbe0	c0430080
409b5530	bfce8e40
40b81c50	4069de20
3e995500	bfb2f700
40a32c00	409747a0
40d760c0	bf02ed00
c0162080	bbc20000
4095c8b0	c1360520
3f89fb40	c04cc420
bf390080	c0e8b420
408f3cd0	c007a5a0
41154740	c10dc918
c0879580	400f4e40
408340c0	c0413e20
c0aedd70	40539f60
40d89f40	c02d38a0
404bd780	402093a0
3fde6a80	c064e040
3f8980c0	409c0fa0
40a80c40	c0290160
c114c3b8	3f85ff40
bf7cc100	405e79e0
4071e380	3ea7a700
3d449000	c0504020
3d1c9000	c0a26510
404c7c40	c0bc53a0
3fa1cf80	402b6ac0
c09a1af0	c08296a0
3f6d9100	bfa1e000
3fb50cc0	bef65900
c0d9f7c0	3eedd400
bf2cf100	bf9d05c0
c01ed0a0	3fd48280
408e85d0	bfc59640
40b79c70	bf922740
bf8378c0	c11204a8
3f4da100	3fa81f00
4097cc40	c00a05e0
3f6ef800	c133ccd8
bf8ecc00	c1600fc8
c09925d0	c0275000
c00f8480	3f409000
c0386d60	3f861bc0
403a4100	c117b548
40dd5f20	bde01400
40cc7a10	40230900
c0b3dd50	40bf02c0
403902c0	4002d1e0
40903830	3fa6ca40
401e05e0	3fa2c080
402bf160	c0905a70
3f0bd900	c0af2e10
be95e300	3ff42cc0
4001c2c0	3f58e100
c076b1a0	404c8600
40278440	c067ebc0
40b89000	bfdc4640
bfaee000	bf1c9980
40d07850	bf604480
408c1a80	403bcda0
40c01b60	40dc9b10
bf924880	c070bb80
3fd82ec0	409c3510
4040f020	c0a18850
c0105940	3fab05c0
3fac4280	c0482b80
41021120	bff44640
bf171f80	bf58b580
40d5e0f0	407f5340
4008af60	4082db50
bfa6bb40	3f9e99c0
40d94860	c04e6fa0
4114d890	c009fe80
4010c540	c0ca2c70
3f05a580	bfd46dc0
c0996360	bfe0e980
3f46ce00	c0e87b10
40e71860	4098fe10
bdfbb800	c01591a0
c04553c0	bf403a00
41042828	c048f6c0
40de47b0	c0b48b20
40b3a110	c0ae7a60
401def60	c04c9ce0
3f731c00	be2bb200
40727940	c0dbc910
bf2c1780	4008f180
405ddc00	c114be80
405b5d00	400b5860
3fbdea80	408bd830
3c871000	c0ffc7d0
4070aa40	c121f3e8
401bda80	c0a787e0
40525600	bfce9fc0
3fbd7180	405e85c0
40bacfe0	c0a839e0
4110b350	bfcba300
408c0c90	c113d1a0
3ffceec0	c065e800
c083da20	c107fb70
3f6f3f80	405390c0
c0d07e30	c10a3e28
c0294ca0	40885430
3ec5ba00	c009d480
4010c300	c0e43bf0
c00e9ec0	c09666a0
40903820	3fc53700
3f211a80	c0d94f30
bf92fd40	c01db000
41037d70	409d7270
40be2e50	bfd2d080
3ec57200	bf401b80
c00c2e20	bf517900
3f2d3e80	c08b8fd0
bf97bc40	be034600
40f1afb0	bdbf4400
3fffb800	c0ffdef0
408c17c0	40316980
40a7cc60	c0b7d5c0
3f8f89c0	40d8c480
c07f9120	c0cc2120
c0a53df0	bfd4be80
406a4680	c0c16c70
410eda50	c0918fd0
c0ad2a90	bf5bae80
4120b830	3fa458c0
41396540	40cf9410
bf2d5680	bee80500
40b9da50	c02c5700
bf09a080	3ef7ce00
3f7f1b00	3f9200c0
bf69ef80	c10a0c10
4020a500	c08311c0
40114e60	c0387500
bf3d5100	409ad1d0
3f691300	c0258440
3f4e5180	40455840
40ac4bb0	41014058
bf1c9880	c0c2b620
40b6e240	c0e39710
bfc2e980	c09aacb0
bfe5dc80	c02f6ca0
bf383600	3f999b40
3f5fca80	c1253b60
bdd98000	c0afffc0
c0c88d50	c0a4f9f0
c08b08a0	bf703400
c0ad2100	c0d487f0
40040fa0	c0a0d9a0
4065c7a0	3fc97f80
3e6c0600	c05829c0
c0016fa0	3ffce880
41200d70	4023f6e0
40587720	c005b560
c089f430	3fb6d540
40e4fad0	bf47e300
c0aa50a0	c0d83070
be918100	bffd2080
40d053b0	3ff32d00
3f72e180	bd421800
3fecb140	40516d00
40699640	bf3df700
40ab1950	401a9f80
c0321e60	be431400
40365b80	c014b4e0
3f1be600	3ec8e300
3fda2d00	408fba80
400faf20	c0b88030
c041e740	c0cff8c0
405b9cc0	3f062c80
c03ad8a0	40760d20
40f2f2c0	c121bab0
408ebb20	3fece6c0
be747c00	bfc78000
c03e1500	c04d19a0
40c15b90	c093b170
408dc640	403f3120
3e8ad800	405625a0
bff9e4c0	c0a47790
3fd5cc80	c0b17d20
bfd9be00	c0492b80
3f903140	c0cd6080
410e9bb0	4051c200
40d5f470	400c22c0
3f061280	c0251b40
40260860	3f88efc0
bf04c800	c044b720
c0b28530	40190940
bf524c80	3ff271c0
40a1c860	3ff3dc40
bf4b5c80	3ebad100
408a8710	c08581a0
3eada700	408ded40
c05399a0	c058b100
c0cde240	404ff700
c07962c0	c06ba060
40bea870	3ef7d400
40302d60	408b15b0
bed15b00	bf2eb200
bf9353c0	c1532cb8
3ca00000	3fac7b80
4011d060	c107d908
3f969800	c08d6470
3fc57a00	c0106c00
c02dc1a0	c0854990
3eaa0900	3f2dbd80
c02023a0	bf0cf980
c08d9680	3e9c2700
c0323ca0	404ffc80
41248cf8	bfc85e40
c0bedb50	c0e69b10
c00a4700	40884150
be472600	bfa47380
4002abc0	bd576800
c0422f60	3f45d180
c0127b00	bc304000
bfe1d340	c08623b0
407a0600	bdcefc00
400601a0	3ffa69c0
409af9f0	c0e53240
c081a2c0	409728e0
40968b50	bfe716c0
c0490e40	bfbd2b80
c0012000	402af640
bf375300	3e465a00
bfdf0500	c01b3960
405643e0	408aa500
c0240220	3e5ab400
3f8ad640	bfa80080
3f8bb5c0	40241bc0
3fe6c500	bf620180
c001bb20	c0cbbfd0
beea3900	c088a640
40cec8d0	c0486320
bff62080	4013afe0
413850b0	bea2d800
3fac7fc0	c02af020
3d7c5800	c03725c0
c09e6070	bfd4c6c0
4070ba40	c0935870
bfc34c40	c101c340
3f108900	c0d95450
40747120	be91d100
40718080	c00c9b20
3c7b6000	40088860
bf9c73c0	c0065740
c0548ca0	c00cb8e0
3f9cd040	c0c57430
c0a01cd0	bf630500
c023de60	c07df120
406ed220	bdc97000
3f585180	40b56a80
c02f6fc0	bf53a480
3e88da00	3fdd0f40
c091b440	be15ac00
c0016820	c0b71bf0
bf7b7c00	c02b0760
40b95ff0	40091380
bfb5fe40	3f154380
3fdd1dc0	bfa0d580
bee77d00	3f6a8580
bfdf5d40	c0104da0
3f5dca80	4072cd00
40a423b0	bffa6200
c0b54ab0	4084c9c0
4082aa30	bfca2b80
3f4bd780	c0861dc0
bf7b6600	40a7afa0
c1090530	c02877e0
3fdf33c0	c00ff700
bdb62400	bfda5080
4037b3c0	c0082820
bf03a680	3fa72500
3fe27740	c0969d50
c0040060	c1022080
4087d1b0	c0eedee0
4001efc0	c0c7a340
3f896fc0	c000ff20
c03ec980	c0a83000
3fca72c0	40504e40
4021f560	c021b440
c03395e0	c0938fe0
40050700	c00510a0
40b96a70	befa3200
c025fa80	40704740
40817890	becf2100
bf81fdc0	3fbce4c0
c031a740	c109f920
c083c8e0	406aaf20
40921b40	bfa804c0
c0f66b60	c00b1220
c07c3ea0	c00849e0
beca6700	4046fd00
bf9b4840	c07fbce0
c0308c00	bfeb6f00
40a1c530	40744b00
405ff920	c0834160
408754e0	c119c178
3f277e80	3f898b00
4028c900	40730d60
c0abdff0	c0db0010
c0df6940	c0ec1c00
3f875fc0	40702800
3f121480	3df55000
3e875500	40f13f90
40f51460	c0475f20
3f1a0900	c1065a70
c034b180	c08a0830
c0b47080	bfc4f980
bfae0580	c04ab940
3f207f80	c0bb9350
c00525a0	c0d91d30
c0c35af0	c0683500
bf3e2680	c0b6f020
3fa6d1c0	3fa814c0
3fddf040	3f323e00
411c28b8	c054e500
410c1dc8	bee7c300
40c3d190	c0423ba0
bf7af200	40a5fb10
40a1b3f0	3fce8f40
c0aad3e0	bff15980
40998540	408e5320
40633fa0	c0ce8cd0
3f8a1200	409c9880
40e41fb0	40c969a0
40e03e10	bfb2c840
4037e900	bee5f400
40191d20	be44bc00
40b3c8b0	c09e1080
bfd3be80	40225500
bf96f3c0	40a869f0
bfa3e800	c08078c0
c0b69510	be8ab100
be9c0e00	bec07800
4037b900	c10772e0
3e49fa00	401adee0
402f2aa0	c0ece060
3fa8d240	40755a60
40b90be0	3fbac740
c02cbf80	c005c560
c02a9ce0	bf615d00
40e929b0	4076c000
40966720	c108b828
3f20b280	3e810e00
c03d3e60	c0646da0
4053dc00	3d39b000
40e36210	c0348320
c0d8e590	c0488a00
3ffb83c0	3fc70300
3fc1c0c0	3d3f2000
40c28ff0	40beb990
3fbd0e80	bf8c23c0
c06b3540	c0c61bb0
3f5d6080	40d01ce0
c0d7d240	4090a260
c08e5850	bf0ca000
c0a98310	c088d370
3f52fa00	c03fbf80
c0b00f40	c097a030
bfd6be80	3afd0000
406d3ae0	c0e63b20
c05c78c0	3eff5600
4008cf40	c0df7890
40ae57f0	c057b580
bfd9b080	bf99f640
bfe3ebc0	3f80bdc0
c0ac68c0	bfc5b0c0
405a2260	40aa2d90
404ed580	bfcf6680
3fa0d700	40407f40
3f94ed80	c0a472c0
c0156020	bf931ec0
40994070	408a1e30
404afb00	3fb87440
401de2a0	c0fb4f70
3dd86400	3e214600
3f981480	405d5620
411c7dc0	40a750a0
c07659c0	c075da40
408f9a40	40c26600
c091e110	c00e0140
bfc6c600	3ed89700
40e62a10	c0285020
bf6bc180	bf9e4d80
4027de80	40b40fe0
c0a2bf90	bfe246c0
400c01a0	c0872350
401ab8a0	3eabeb00
3e8d2f00	c02f2980
bfe81240	40fc76d0
bfbf9800	405754c0
3ed6de00	bfd8dc40
408dec70	bf9e5b00
c0da3230	bfce79c0
3fd70c00	befa6500
bf51e180	bf5ed900
c0aa6ad0	c13803c8
3fcb7d00	bfd9d000
bf9e9d00	c064be40
bf270a00	c02d3460
bfa737c0	403d3620
403c2140	3ea81900
3f5c1d80	bffda0c0
3fd1fdc0	bf520c80
40d12a20	bfa305c0
c1030fc8	c1106988
40a7fbd0	c0afac20
c0b62c30	40760080
40a60360	406d3ca0
3fcd0180	bf9d1640
c00a9b40	bffb37c0
4058b600	bf5b0000
bfcdd400	c00fd920
bf0bf900	c033e4a0
40954d30	c12f71d8
c11c84c0	c039b880
3f445c80	c0538b40
bf04e400	c06cace0
c0bba100	c0e7ccd0
c07e8040	40823b10
40e7af20	c0b20b40
bf6eb500	3fad0080
413d1ab8	c10ba278
3f402f80	3e9ab900
3f834dc0	400fbf60
3f215080	bf25ea80
40edd8d0	bf9f3540
bea20200	c049eda0
405b23e0	c0cb5ee0
c08b2f80	c0deebd0
40918340	4072e4c0
404fe760	bfdc16c0
40a531e0	c06c94e0
3f8d16c0	3f460800
3bfc0000	be91ef00
3f3ab700	bf4dfc00
3f2a8100	c0ce93b0
4013bb20	c128f790
c0b752e0	3f5ae000
bf501880	3f598e80
408903f0	bd48a800
c0860400	40755b00
c01a11c0	c0914790
40ef3280	405e0240
c0e33060	bf978a40
3f51cb00	c0ea5c00
406ff900	c00f1320
40951ab0	c0152c60
c09f8c00	be923800
3e9ad900	c0a18ea0
3f557100	bfeb2100
c028edc0	401cfc00
410f0fe8	c09c2160
bf2dc980	3f578680
400619a0	bf8ef0c0
3fd37a80	3d58d800
3e39ca00	3e8ec200
409adfb0	c0da92e0
4042ce40	c0562900
bfa59640	40800f70
3fb49680	c0fa7c70
c0b34cf0	c0649300
c0c44630	bfc9a300
3faf9300	c07ad540
bfe72f40	c005db00
c0381ba0	3fe21fc0
4095fea0	3d7f7000
c06f9620	c029bbc0
3f8b6700	3ff7ee00
c01e5760	c0ef3910
bec84600	bf5c2a80
3fb50dc0	bf70c780
40756000	bee2af00
bf2d4200	c077a240
3e61e800	c00476a0
c12b4780	3d25a800
3fadbc00	bff08dc0
3ea70800	40827bd0
3ff31e80	3f018e80
40960700	c0009440
3febc540	bfef0380
3ea15a00	bdac5400
bf830bc0	c05a8980
c0cd9d70	bfe25600
3f364f00	c0806e00
40931740	bf7f4a80
409f82a0	c016f8c0
c0bd3ef0	40e493a0
bdcf2800	c088ff40
40287a80	bff611c0
41058a00	c12bcfc8
c08dadb0	c03ef080
40855760	40752420
40d365f0	c09101a0
3f693f00	bf85f840
c074f540	408d23b0
c0136480	bf904040
c021b280	c058aa00
3f9c10c0	bfc49a40
be2ede00	4026e8e0
bf7d6880	c098e140
4051dee0	c0825cc0
404e0c60	c05d4540
c0a2e120	bef49f00
c02354a0	40807890
40aec500	c01177e0
40bbe660	c05d3e80
3fb16900	404459c0
400a5e00	406e8f00
4051c480	409a57f0
3f5f4700	c0656100
bf770100	3f2ebf00
3fb980c0	3e5ea800
3ec5f500	3ec8ba00
407b6ac0	c0178980
bf7e6a80	c050a1a0
c084ea20	40719a00
c0459f00	c0cf1ff0
c05203c0	c0b9b4f0
40111620	3f9bfa80
bfa2bb00	c0d0fc80
c0415720	bfc9f200
c023bb00	400364a0
3e50c400	bf8ba8c0
3f84ea00	3e8f5e00
410368f0	4055bec0
3f4e6380	c0c0d7c0
3fbdc200	c0e98910
c01ef120	bf60e280
40164040	c0b27c40
4088bac0	c0908520
4070f080	3d45d000
407bacc0	bcad9000
3fea10c0	408982c0
4107e868	c025e620
408614d0	3fdaacc0
3fc01e40	c12edcd8
c0ad3510	c064c4a0
4093cc20	4066a800
400385e0	3f466400
3f49d700	bfbc6280
40e34370	c0468200
40bf2f00	c00c91c0
3e0e7000	c0687340
3fa605c0	c08ca3a0
40352aa0	3f841a40
40178ce0	c0135240
40126240	bdd74000
406dd7e0	c00d4500
bf6a6f00	4066f780
befc5200	bf9427c0
c0108360	c0b9c730
bf62d400	407d2140
c01161c0	bf773200
40eff790	40ba3230
bef11800	3f704700
c09f7fc0	bfcb6140
bec99f00	c01833e0
3f170700	3fbf1f40
c00e1660	408de390
4014abe0	3f139a00
bfefb440	bda6bc00
bfcc6440	3f110900
400b4ca0	c102ae50
bfc87d80	40654940
bea64000	3f2a2f80
3f21cb00	c0584440
bf268880	402493a0
3ffa9cc0	3fd78e40
c0944d70	bf943d40
c09a12f0	bf8e2100
400428a0	405d8340
c0582420	c0a9a310
3f1c7000	403904a0
bd71d000	3e309800
40878d70	40973d00
c09077a0	be198600
41099450	3f9fffc0
bed71400	c0c69ae0
3fb08c80	408016c0
bff267c0	3e8ac600
40544a60	405c1980
409bacf0	41041658
be6d3a00	c020ab80
4013dd40	402f3260
408f68b0	40b76f80
40b500b0	c06703a0
c08b2960	402794c0
3f4fe580	c048c7a0
bfd5d540	40053f60
3f589200	3ef85100
c034ad80	3f4d8180
3f9a3a80	408a4a50
c10b8960	3fbec600
c0ebd390	c06c3220
c0750120	bfea07c0
bf540400	bfd78580
40057400	4034ff40
4022ff20	c0186bc0
c0957920	c02fcd40
41536590	c0d863c0
bef83700	c0886070
bf0f9980	bfb587c0
c055e3c0	41008d28
c088c4e0	3fa7f8c0
40d36560	be1ba400
3e26a800	40ef2b50
40041200	c0458080
3f1df700	4033b600
3e22be00	c04747c0
40484200	3f1c0780
c09f9980	bf792b00
4058f8a0	c09067e0
3fa7fb40	c05aec80
bf902ac0	406d8fe0
40170300	3fa45e40
3fb19980	be34c800
4108ab00	c0d2eee0
3f955340	c109bd10
bfd278c0	3f56de00
bfc87040	bf3cfa80
bf200080	3fe94640
c08c5e30	40b0a120
407c9ae0	c095f6d0
4002f1c0	c082c980
bfdb41c0	4114d028
c04b9220	3eb9d700
c05a4be0	bf032000
41264db8	c0890750
402061e0	c05e2740
c051c240	c0db6bd0
40716680	bfd999c0
c042e500	3ffab580
409a4340	40089f60
4057a3c0	bcdaa000
407afaa0	40a577c0
c0586560	bf9943c0
3f22d680	c0168e80
40656140	40b38450
c0262380	bfe2c000
c0d12310	3f84b780
3e1d2800	3f14e280
401a0460	c08ad670
bf81d880	c0285c60
3fd08b80	bf558600
c07eb080	c0cedb90
c0a1dcb0	3f567000
c03b50e0	40aedc10
3fac9e80	bfc84080
bfac8740	bfbe9c40
405d5580	c07f2000
3fdc9380	bf771180
be4c4a00	409a9c90
409ba8a0	c08d3fa0
c0231900	3ffea600
bfd0dc00	bd190000
40e16290	c0a604c0
4074db00	401c7980
bdaf3400	c04637c0
c08343f0	bfa254c0
c06fe680	c081fcc0
40833c60	c08a1080
c0675700	c0aff510
bf957580	c02c9860
40abc3f0	406a2720
c0808ce0	412ee180
40799fc0	3fbbd640
40c15650	bf851c40
bf416780	c0c62ef0
3faf6c80	403e6fc0
3e8cc300	bf656c00
bd2e0800	c01219e0
4041d5e0	401825a0
bf261d80	bed92a00
c0a2d320	40501ee0
404e8b40	bf70a080
3f928040	bf9bde80
bf411980	c00efcc0
4035d720	c0f2c8e0
c0644100	40f3d730
402e44e0	c0c8ab80
bf234400	bf4b4800
c0b40b20	c09d1220
bf3cfb80	3f6dba80
c05f6840	3f988780
bf888640	c0517000
4028ca80	3f37b700
beb6ae00	c0b16470
3f243100	4082aa50
3fbaabc0	4013f5c0
3ffde7c0	3e3a5200
c031d0e0	3f4bc280
404838c0	40abaef0
c090af60	bfb208c0
40c036c0	c0bf2fb0
be601200	3dcefc00
3ee22300	c066b4e0
c077ce80	c0d11ce0
bfb3a840	c0882cb0
40e85670	40932ae0
bcfd4000	bfbb5e00
c0515100	c04d9500
4048b060	c0cc0150
4078b040	40dc4590
3febd8c0	c0c2c470
3fa45480	40398800
3ff67b00	bfed3280
401cbda0	4002d580
3ff55740	c02bd1c0
4019b680	3e2b8c00
be739000	c05b0ec0
c0efda80	bfb94440
3f0e7c00	bfe9aa80
c06605c0	4079c960
3fd81ac0	c0e047c0
bed74a00	3cee6000
c0473de0	c0402b40
407a8b40	40e205c0
3f44be00	3f892000
bf115680	c05c5ec0
3f6c3180	c099b290
c0311880	c02269e0
40273f40	4073bcc0
40abb480	bec95100
403b4e40	c0149260
bff1ff00	4049b760
c02301e0	3eac3800
4136e620	c07545c0
409805c0	c0b98b60
40cfdb70	3fedf740
bfe1f800	40e294c0
408a08b0	bd888c00
bf780280	c004f080
40128240	408c4d90
409470a0	409340a0
3fc47280	c0143d00
40fc57d0	406ee5a0
c0babfd0	40f07eb0
40775f60	bd3ee800
c009fa60	c0429600
40507a60	c0c55460
3feecb40	c0b10a90
bf957500	c08ec4d0
c023efc0	bfe80740
40964b30	c0095180
c0ec4a90	40006520
3ee0de00	c0ae3490
bf79b380	3fa23840
bf877c00	c0d56d40
c00fd5a0	40058e40
3fcd28c0	c0c08200
402fa760	407834a0
3f2ac180	c021b620
c03ffd00	bf998800
3ec7bf00	4022e7c0
3fdc7740	3f8c6f40
bfdb6780	c0188200
3fec6340	c0843f40
c0c67d20	400d5300
40af9f20	40b0e840
3f910e40	bd0d6000
c05bd860	c0e23ec0
bfb744c0	bfbde540
c0550980	c0d44590
c091d6b0	c02c4020
bfb2fb80	40febd40
c0cb9a70	c0214580
c0346420	403e5be0
c0b081b0	c076fbe0
c12f02d8	c0b51f20
3ffcae00	3fb7d480
3fe3a640	bf367780
c0a42f60	4002d2a0
bfcab5c0	c025c260
3e427a00	bfe4d000
c053f4e0	c03d1980
3fa36c00	c0a45710
c0523fc0	3ebb9d00
400d50e0	c0942930
409daa80	40120f20
40af5580	c0b68520
c00effa0	40498b00
c0a3fbe0	c097e8a0
404f15e0	be8f1b00
c093b420	be9e2f00
410fcdc8	3fb66c00
bff6aa40	c0e45ba0
3f00b280	c056c300
40160060	c01965e0
be216600	4103a100
c0234100	4070cce0
c0814890	c0382460
40a10bb0	40460340
bf25d500	3fd67c80
41071b20	bf90af40
3dd96800	3f83d180
bfac1a80	40ac2890
c0667fa0	3dba4000
40110c80	c1347440
bf9c4b80	bfd46780
40b6b900	4053f820
3ea94e00	3fe0fbc0
3fad0500	c060f740
3cddb000	40328340
bedc8000	c0dea840
401796c0	c094c6e0
bfe29880	40018100
bee4c500	c0264580
c0337120	4024ffa0
bf975380	bf7d5500
3f555080	bff5b840
bf2c6080	4081e690
40519160	3f885ec0
c0061960	c04ac340
40184180	c0582ca0
406f2220	4107e960
40cb70e0	c0e6aaa0
c087ad70	bfa40cc0
bffd3980	c0b11250
40057740	bf430880
40460b00	bffb7200
406070c0	bfd39540
3fb081c0	4054a980
402afa60	3fafe680
c0b9e090	3fc69680
3f10b280	403daa80
c0834570	c0373ec0
40ac9330	40ccc570
3cde2000	401af220
40b825e0	c06d9f20
40a62be0	bfce3700
403ddc00	bfe0dc80
c001bd20	c03d9ac0
409b63c0	bfea4e80
bfd59b40	3eb12000
c08f5d70	c08335f0
4065cf60	407dfda0
3f85dc40	408be900
40cf2d70	c02df260
c0d016b0	bfbadfc0
408cbac0	40346180
bf627700	c039e700
c0a07590	3f483480
3fdbea40	c03c9120
3fc2d640	c1027408
40c9dee0	beb5bb00
404bb7c0	4096d600
3ea9c000	40227080
40a59280	bf8f7bc0
403253a0	bde7ac00
3f36a700	c02d7de0
4117dfa0	bf669180
4039edc0	c0eb1760
4012a9c0	406b4d80
408c72e0	bfed1f40
40759380	bf3add80
c0582560	c034af00
bf8cb880	40c6cb40
bfd43100	3e01b600
c0113560	c0569100
bfc5d380	c0d89bc0
4087d930	400e6da0
408ffa90	c08a68a0
3fbd3400	3fed09c0
40852a10	c0d3bfd0
be16ac00	bc84e000
40be4af0	bd9a9000
4072b6e0	409e8f30
bfbd9280	4086cba0
4058e7a0	403e0480
c01128e0	c08568a0
c02fab80	c0c6b0f0
bde25000	c0f8cdc0
c09be3a0	4034b6a0
3f098000	c0a16740
411514f8	407caea0
3c81b000	c1041f28
3f9047c0	c0d8b230
c05eb860	c0208ec0
c01344c0	c007e6a0
3ee96200	c058e3e0
3f27c980	c0ac7160
40971170	bf9fcc00
c020e0a0	bfedd200
c02d8f80	3fb29840
c09d00d0	bfb82a80
3f831800	c0967070
408b7390	407bae00
4171b9e0	c02778c0
40174f60	c0059be0
bfafb5c0	c07ddf60
bfa43500	40896fe0
3f424700	40f3b9b0
404bff60	3f581780
bf8ddb80	403a9f40
40911930	c003df60
40f215c0	3f553200
c1099c48	bf905380
c0972b40	c032a180
bfde1080	bfedcbc0
3fc08480	c1059928
400294e0	c065d7e0
c0b330f0	3f041d80
3fca5780	401da700
407004a0	400809c0
3fba51c0	3fb4dd80
bee82b00	3fa30400
c0fc1930	40a85f00
403c7320	bf322100
be671a00	c00d1160
3db97000	c04e8c00
c10399d8	c0821d60
bf26c880	3f08b080
c0821d40	c0b2c380
411ef9b8	c0b80150
40744da0	bf6a6180
40b04e10	3e5be000
40b56b10	40c99ea0
40d395d0	bf0bae80
c02c1700	3f71ad00
3f67a280	bef68900
bff05480	4047f580
403b2b00	3f8533c0
bf284580	c068db60
405cc360	bf592a00
c00b8f40	3fdb66c0
c0d56510	c0847510
3f88f540	c05ab2a0
bfa5c100	bfe30800
bf49db00	3ed9f300
bef0b700	c0233f40
bfc698c0	c1018798
c0ad5b20	bfe9ccc0
c0bf2460	3f499380
c00cc080	3fc2f000
bea97100	bf6d7280
bf86e0c0	bd204800
40a5afe0	40bddde0
bf734400	c0773380
3fe35280	4111e5c0
40fd0bd0	bfef8cc0
bff7b780	c0b71c60
40513340	c006e0c0
bf8b5740	bf7c3f00
bf641600	c0d6f820
bffc6300	402766e0
bfed6f00	40213780
3ff6ab80	403b7480
c053c840	c09c8ab0
40258c40	4097ce60
bfda9640	c062bf60
c0536480	40c7aa70
bfaa9480	3fd43040
40745740	3e942d00
bd620000	c08ca940
3fd05f40	c0b08f30
bfed8000	4092b510
be652c00	40e6b710
3f2ed580	3f8ff700
c00f7220	40471820
bec4c000	c05da7a0
bfc97c00	40aad9a0
408e10b0	c00cbaa0
40ddbba0	40a44420
405bd080	40062d60
c09cae70	bf548600
3f43e180	3f083200
bfff7e40	bf692380
c03a83e0	406243e0
c0320840	bf18fe80
3fcf8ec0	40090b80
40d31ec0	3f8f1600
bf59a700	4012eb40
3fadd080	40090b40
c0926c90	40199820
c0764fe0	bfb26480
40240d40	c0476680
bfc30cc0	40452e40
c07383c0	4103bf00
c06d2e40	3f687780
bf30aa80	c0323f60
bfbbd940	c0240ea0
40c8dc00	40b0d230
bf2d8700	c0a042d0
409c0420	c036a720
bf372000	40cd8120
c0234400	40498920
c0193f00	40813100
c01d8b40	bff2d900
40bb39a0	3fe77a40
c10b4cd0	c0f78920
40a435e0	4009c580
bf44fc00	c0269ea0
40793a80	406dfa60
3e9e8100	3f8a5a00
bfc973c0	4031c660
bfd64600	bf570480
4069c7c0	40a76ac0
c093be00	bd314000
405dc2a0	4085be30
401b4680	3c500000
c0411e00	40066fc0
404cf400	40f60260
c0e6c0f0	40d05af0
3f636b00	c0249b80
bfbd4680	c0d73160
c01ba400	c0895f90
408356e0	c013c7c0
c01647e0	bfc15800
c09d0630	bf890940
c0482300	3fd7fd40
c0061d40	c062d0a0
be4f9c00	be61ba00
40e9fc40	bf48a580
40275060	c07295c0
bc1b8000	3fe29140
409ebed0	bec8aa00
4033cc20	40853240
bee52000	4026b8e0
bece8c00	c0e84420
3e74a200	c02578c0
3ff4ed00	c1066240
c0003020	bff48a00
c0dfee90	c0dda450
404aa700	3fb84c80
bf89a480	bfe6e380
40441560	c00c8b80
bfe42600	3f2a2000
c0f8a7c0	40b79ed0
bf2d6b80	40f0c9e0
c0176040	c10e2f28
c0344d40	c0b97050
411a5fc0	c03fb520
403be140	3e67c400
40284660	40579740
bf191000	408dd260
c030d0c0	3f507980
bf9cd640	c0119ec0
c0e78cc0	c0dcfee0
